Position,D1_1,D12_1,N2_D6_1
605,3.33E+00,3.71E+00,1.69E+00
606,3.33E+00,3.71E+00,1.69E+00
607,3.33E+00,3.71E+00,1.69E+00
608,3.33E+00,3.71E+00,1.69E+00
609,3.33E+00,3.71E+00,1.68E+00
610,3.33E+00,3.71E+00,1.68E+00
611,3.33E+00,3.71E+00,1.68E+00
612,3.33E+00,3.71E+00,1.68E+00
613,3.33E+00,3.71E+00,1.67E+00
614,3.33E+00,3.70E+00,1.67E+00
615,3.33E+00,3.71E+00,1.67E+00
616,3.32E+00,3.71E+00,1.67E+00
617,3.32E+00,3.70E+00,1.67E+00
618,3.32E+00,3.70E+00,1.67E+00
619,3.32E+00,3.70E+00,1.67E+00
620,3.32E+00,3.70E+00,1.66E+00
621,3.32E+00,3.71E+00,1.66E+00
622,3.32E+00,3.70E+00,1.66E+00
623,3.32E+00,3.70E+00,1.66E+00
624,3.32E+00,3.71E+00,1.66E+00
625,3.32E+00,3.71E+00,1.65E+00
626,3.31E+00,3.71E+00,1.65E+00
627,3.31E+00,3.71E+00,1.65E+00
628,3.31E+00,3.71E+00,1.65E+00
629,3.31E+00,3.71E+00,1.64E+00
630,3.31E+00,3.71E+00,1.64E+00
631,3.31E+00,3.71E+00,1.64E+00
632,3.31E+00,3.71E+00,1.64E+00
633,3.31E+00,3.71E+00,1.64E+00
634,3.30E+00,3.71E+00,1.63E+00
635,3.30E+00,3.71E+00,1.63E+00
636,3.30E+00,3.71E+00,1.63E+00
637,3.30E+00,3.71E+00,1.63E+00
638,3.30E+00,3.71E+00,1.63E+00
639,3.30E+00,3.71E+00,1.62E+00
640,3.29E+00,3.71E+00,1.62E+00
641,3.29E+00,3.71E+00,1.62E+00
642,3.29E+00,3.71E+00,1.62E+00
643,3.29E+00,3.71E+00,1.61E+00
644,3.29E+00,3.71E+00,1.61E+00
645,3.28E+00,3.71E+00,1.61E+00
646,3.28E+00,3.71E+00,1.61E+00
647,3.28E+00,3.71E+00,1.60E+00
648,3.28E+00,3.71E+00,1.60E+00
649,3.28E+00,3.71E+00,1.60E+00
650,3.28E+00,3.71E+00,1.60E+00
651,3.27E+00,3.71E+00,1.59E+00
652,3.27E+00,3.71E+00,1.59E+00
653,3.27E+00,3.71E+00,1.59E+00
654,3.27E+00,3.70E+00,1.59E+00
655,3.27E+00,3.71E+00,1.58E+00
656,3.27E+00,3.70E+00,1.58E+00
657,3.26E+00,3.70E+00,1.58E+00
658,3.26E+00,3.70E+00,1.57E+00
659,3.26E+00,3.70E+00,1.57E+00
660,3.26E+00,3.70E+00,1.57E+00
661,3.26E+00,3.70E+00,1.56E+00
662,3.26E+00,3.70E+00,1.56E+00
663,3.25E+00,3.70E+00,1.56E+00
664,3.25E+00,3.70E+00,1.56E+00
665,3.25E+00,3.70E+00,1.55E+00
666,3.25E+00,3.70E+00,1.55E+00
667,3.25E+00,3.70E+00,1.55E+00
668,3.25E+00,3.70E+00,1.54E+00
669,3.24E+00,3.70E+00,1.54E+00
670,3.24E+00,3.69E+00,1.54E+00
671,3.24E+00,3.69E+00,1.53E+00
672,3.24E+00,3.69E+00,1.53E+00
673,3.24E+00,3.69E+00,1.53E+00
674,3.23E+00,3.69E+00,1.52E+00
675,3.23E+00,3.69E+00,1.52E+00
676,3.23E+00,3.69E+00,1.52E+00
677,3.23E+00,3.69E+00,1.51E+00
678,3.23E+00,3.69E+00,1.51E+00
679,3.23E+00,3.69E+00,1.51E+00
680,3.23E+00,3.69E+00,1.50E+00
681,3.22E+00,3.68E+00,1.50E+00
682,3.22E+00,3.68E+00,1.49E+00
683,3.22E+00,3.68E+00,1.49E+00
684,3.22E+00,3.68E+00,1.48E+00
685,3.22E+00,3.68E+00,1.48E+00
686,3.21E+00,3.68E+00,1.48E+00
687,3.21E+00,3.68E+00,1.47E+00
688,3.21E+00,3.68E+00,1.47E+00
689,3.21E+00,3.68E+00,1.46E+00
690,3.21E+00,3.68E+00,1.46E+00
691,3.20E+00,3.68E+00,1.46E+00
692,3.20E+00,3.67E+00,1.45E+00
693,3.20E+00,3.67E+00,1.45E+00
694,3.20E+00,3.67E+00,1.44E+00
695,3.20E+00,3.67E+00,1.44E+00
696,3.19E+00,3.67E+00,1.43E+00
697,3.19E+00,3.67E+00,1.43E+00
698,3.19E+00,3.67E+00,1.43E+00
699,3.19E+00,3.67E+00,1.42E+00
700,3.19E+00,3.67E+00,1.42E+00
701,3.19E+00,3.67E+00,1.42E+00
702,3.18E+00,3.66E+00,1.41E+00
703,3.18E+00,3.66E+00,1.41E+00
704,3.18E+00,3.66E+00,1.40E+00
705,3.18E+00,3.66E+00,1.40E+00
706,3.18E+00,3.66E+00,1.40E+00
707,3.18E+00,3.66E+00,1.39E+00
708,3.18E+00,3.66E+00,1.39E+00
709,3.17E+00,3.66E+00,1.39E+00
710,3.17E+00,3.66E+00,1.38E+00
711,3.17E+00,3.66E+00,1.38E+00
712,3.17E+00,3.66E+00,1.38E+00
713,3.17E+00,3.65E+00,1.37E+00
714,3.17E+00,3.65E+00,1.37E+00
715,3.16E+00,3.65E+00,1.37E+00
716,3.16E+00,3.65E+00,1.37E+00
717,3.16E+00,3.65E+00,1.36E+00
718,3.16E+00,3.65E+00,1.36E+00
719,3.16E+00,3.65E+00,1.36E+00
720,3.16E+00,3.65E+00,1.36E+00
721,3.16E+00,3.65E+00,1.36E+00
722,3.15E+00,3.65E+00,1.35E+00
723,3.15E+00,3.64E+00,1.35E+00
724,3.15E+00,3.64E+00,1.35E+00
725,3.15E+00,3.64E+00,1.35E+00
726,3.15E+00,3.64E+00,1.34E+00
727,3.14E+00,3.64E+00,1.34E+00
728,3.14E+00,3.64E+00,1.34E+00
729,3.14E+00,3.64E+00,1.34E+00
730,3.14E+00,3.64E+00,1.34E+00
731,3.14E+00,3.63E+00,1.33E+00
732,3.14E+00,3.63E+00,1.33E+00
733,3.14E+00,3.63E+00,1.33E+00
734,3.13E+00,3.63E+00,1.33E+00
735,3.13E+00,3.63E+00,1.33E+00
736,3.13E+00,3.63E+00,1.33E+00
737,3.13E+00,3.63E+00,1.33E+00
738,3.12E+00,3.63E+00,1.32E+00
739,3.12E+00,3.63E+00,1.32E+00
740,3.12E+00,3.63E+00,1.32E+00
741,3.12E+00,3.63E+00,1.32E+00
742,3.12E+00,3.63E+00,1.32E+00
743,3.11E+00,3.63E+00,1.32E+00
744,3.11E+00,3.62E+00,1.32E+00
745,3.11E+00,3.62E+00,1.32E+00
746,3.11E+00,3.63E+00,1.32E+00
747,3.11E+00,3.62E+00,1.31E+00
748,3.10E+00,3.62E+00,1.31E+00
749,3.10E+00,3.62E+00,1.31E+00
750,3.10E+00,3.62E+00,1.31E+00
751,3.10E+00,3.62E+00,1.31E+00
752,3.09E+00,3.62E+00,1.31E+00
753,3.09E+00,3.62E+00,1.31E+00
754,3.09E+00,3.62E+00,1.31E+00
755,3.09E+00,3.62E+00,1.31E+00
756,3.08E+00,3.62E+00,1.30E+00
757,3.08E+00,3.61E+00,1.30E+00
758,3.08E+00,3.61E+00,1.30E+00
759,3.08E+00,3.61E+00,1.30E+00
760,3.08E+00,3.61E+00,1.30E+00
761,3.07E+00,3.61E+00,1.30E+00
762,3.07E+00,3.61E+00,1.30E+00
763,3.07E+00,3.61E+00,1.29E+00
764,3.06E+00,3.61E+00,1.29E+00
765,3.06E+00,3.61E+00,1.29E+00
766,3.06E+00,3.61E+00,1.29E+00
767,3.06E+00,3.61E+00,1.29E+00
768,3.05E+00,3.60E+00,1.28E+00
769,3.05E+00,3.60E+00,1.28E+00
770,3.05E+00,3.60E+00,1.28E+00
771,3.04E+00,3.60E+00,1.28E+00
772,3.04E+00,3.60E+00,1.28E+00
773,3.04E+00,3.60E+00,1.27E+00
774,3.04E+00,3.60E+00,1.27E+00
775,3.03E+00,3.60E+00,1.27E+00
776,3.03E+00,3.59E+00,1.26E+00
777,3.03E+00,3.59E+00,1.26E+00
778,3.03E+00,3.59E+00,1.26E+00
779,3.02E+00,3.59E+00,1.26E+00
780,3.02E+00,3.59E+00,1.25E+00
781,3.02E+00,3.59E+00,1.25E+00
782,3.02E+00,3.58E+00,1.25E+00
783,3.01E+00,3.58E+00,1.24E+00
784,3.01E+00,3.58E+00,1.24E+00
785,3.01E+00,3.58E+00,1.24E+00
786,3.01E+00,3.58E+00,1.23E+00
787,3.00E+00,3.58E+00,1.23E+00
788,3.00E+00,3.57E+00,1.23E+00
789,3.00E+00,3.57E+00,1.22E+00
790,2.99E+00,3.57E+00,1.22E+00
791,2.99E+00,3.57E+00,1.21E+00
792,2.99E+00,3.57E+00,1.21E+00
793,2.99E+00,3.56E+00,1.21E+00
794,2.98E+00,3.56E+00,1.20E+00
795,2.98E+00,3.56E+00,1.20E+00
796,2.98E+00,3.56E+00,1.20E+00
797,2.97E+00,3.56E+00,1.19E+00
798,2.97E+00,3.56E+00,1.19E+00
799,2.97E+00,3.55E+00,1.19E+00
800,2.97E+00,3.55E+00,1.18E+00
801,2.96E+00,3.55E+00,1.18E+00
802,2.96E+00,3.55E+00,1.18E+00
803,2.96E+00,3.55E+00,1.17E+00
804,2.95E+00,3.54E+00,1.17E+00
805,2.95E+00,3.54E+00,1.17E+00
806,2.95E+00,3.54E+00,1.16E+00
807,2.95E+00,3.54E+00,1.16E+00
808,2.94E+00,3.54E+00,1.15E+00
809,2.94E+00,3.54E+00,1.15E+00
810,2.94E+00,3.53E+00,1.15E+00
811,2.93E+00,3.53E+00,1.14E+00
812,2.93E+00,3.53E+00,1.14E+00
813,2.93E+00,3.53E+00,1.14E+00
814,2.93E+00,3.53E+00,1.13E+00
815,2.92E+00,3.52E+00,1.13E+00
816,2.92E+00,3.52E+00,1.13E+00
817,2.92E+00,3.52E+00,1.12E+00
818,2.92E+00,3.52E+00,1.12E+00
819,2.91E+00,3.52E+00,1.12E+00
820,2.91E+00,3.52E+00,1.11E+00
821,2.91E+00,3.51E+00,1.11E+00
822,2.91E+00,3.51E+00,1.11E+00
823,2.90E+00,3.51E+00,1.10E+00
824,2.90E+00,3.51E+00,1.10E+00
825,2.90E+00,3.51E+00,1.10E+00
826,2.90E+00,3.51E+00,1.09E+00
827,2.89E+00,3.50E+00,1.09E+00
828,2.89E+00,3.50E+00,1.09E+00
829,2.89E+00,3.50E+00,1.08E+00
830,2.88E+00,3.50E+00,1.08E+00
831,2.88E+00,3.50E+00,1.08E+00
832,2.88E+00,3.49E+00,1.08E+00
833,2.87E+00,3.49E+00,1.08E+00
834,2.87E+00,3.49E+00,1.08E+00
835,2.87E+00,3.49E+00,1.08E+00
836,2.87E+00,3.49E+00,1.08E+00
837,2.86E+00,3.49E+00,1.08E+00
838,2.86E+00,3.48E+00,1.08E+00
839,2.86E+00,3.48E+00,1.08E+00
840,2.86E+00,3.48E+00,1.08E+00
841,2.85E+00,3.48E+00,1.08E+00
842,2.85E+00,3.48E+00,1.05E+00
843,2.85E+00,3.48E+00,1.04E+00
844,2.85E+00,3.47E+00,1.04E+00
845,2.84E+00,3.47E+00,1.04E+00
846,2.84E+00,3.47E+00,1.04E+00
847,2.84E+00,3.47E+00,1.03E+00
848,2.84E+00,3.47E+00,1.03E+00
849,2.83E+00,3.46E+00,1.03E+00
850,2.83E+00,3.46E+00,1.03E+00
851,2.83E+00,3.46E+00,1.02E+00
852,2.82E+00,3.46E+00,1.02E+00
853,2.82E+00,3.46E+00,1.02E+00
854,2.82E+00,3.46E+00,1.02E+00
855,2.82E+00,3.45E+00,1.02E+00
856,2.81E+00,3.45E+00,1.01E+00
857,2.81E+00,3.45E+00,1.01E+00
858,2.81E+00,3.45E+00,1.01E+00
859,2.81E+00,3.45E+00,1.01E+00
860,2.80E+00,3.45E+00,1.00E+00
861,2.80E+00,3.44E+00,1.00E+00
862,2.80E+00,3.44E+00,9.99E-01
863,2.79E+00,3.44E+00,9.96E-01
864,2.79E+00,3.44E+00,9.95E-01
865,2.79E+00,3.44E+00,9.92E-01
866,2.78E+00,3.44E+00,9.90E-01
867,2.78E+00,3.44E+00,9.89E-01
868,2.78E+00,3.43E+00,9.85E-01
869,2.77E+00,3.43E+00,9.84E-01
870,2.77E+00,3.43E+00,9.83E-01
871,2.77E+00,3.43E+00,9.80E-01
872,2.76E+00,3.43E+00,9.78E-01
873,2.76E+00,3.43E+00,9.75E-01
874,2.76E+00,3.43E+00,9.74E-01
875,2.75E+00,3.42E+00,9.73E-01
876,2.75E+00,3.42E+00,9.72E-01
877,2.75E+00,3.42E+00,9.69E-01
878,2.75E+00,3.42E+00,9.68E-01
879,2.74E+00,3.42E+00,9.66E-01
880,2.74E+00,3.41E+00,9.64E-01
881,2.74E+00,3.41E+00,9.63E-01
882,2.73E+00,3.41E+00,9.61E-01
883,2.73E+00,3.41E+00,9.58E-01
884,2.73E+00,3.41E+00,9.57E-01
885,2.72E+00,3.40E+00,9.55E-01
886,2.72E+00,3.40E+00,9.53E-01
887,2.72E+00,3.40E+00,9.52E-01
888,2.71E+00,3.40E+00,9.51E-01
889,2.71E+00,3.40E+00,9.47E-01
890,2.71E+00,3.39E+00,9.47E-01
891,2.70E+00,3.39E+00,9.46E-01
892,2.70E+00,3.39E+00,9.45E-01
893,2.70E+00,3.39E+00,9.42E-01
894,2.69E+00,3.39E+00,9.41E-01
895,2.69E+00,3.38E+00,9.39E-01
896,2.69E+00,3.38E+00,9.38E-01
897,2.68E+00,3.38E+00,9.34E-01
898,2.68E+00,3.37E+00,9.34E-01
899,2.68E+00,3.37E+00,9.33E-01
900,2.67E+00,3.37E+00,9.30E-01
901,2.67E+00,3.36E+00,9.28E-01
902,2.67E+00,3.36E+00,9.27E-01
903,2.66E+00,3.36E+00,9.24E-01
904,2.66E+00,3.36E+00,9.22E-01
905,2.66E+00,3.35E+00,9.20E-01
906,2.66E+00,3.35E+00,9.20E-01
907,2.65E+00,3.35E+00,9.16E-01
908,2.65E+00,3.34E+00,9.16E-01
909,2.65E+00,3.34E+00,9.13E-01
910,2.64E+00,3.34E+00,9.11E-01
911,2.64E+00,3.34E+00,9.08E-01
912,2.64E+00,3.33E+00,9.06E-01
913,2.63E+00,3.33E+00,9.05E-01
914,2.63E+00,3.33E+00,9.02E-01
915,2.63E+00,3.33E+00,9.00E-01
916,2.62E+00,3.32E+00,8.98E-01
917,2.62E+00,3.32E+00,8.97E-01
918,2.62E+00,3.32E+00,8.95E-01
919,2.61E+00,3.31E+00,8.92E-01
920,2.61E+00,3.31E+00,8.91E-01
921,2.61E+00,3.31E+00,8.89E-01
922,2.61E+00,3.31E+00,8.87E-01
923,2.60E+00,3.30E+00,8.86E-01
924,2.60E+00,3.30E+00,8.84E-01
925,2.60E+00,3.30E+00,8.81E-01
926,2.59E+00,3.29E+00,8.80E-01
927,2.59E+00,3.29E+00,8.78E-01
928,2.59E+00,3.29E+00,8.75E-01
929,2.58E+00,3.28E+00,8.74E-01
930,2.58E+00,3.28E+00,8.72E-01
931,2.58E+00,3.28E+00,8.69E-01
932,2.58E+00,3.28E+00,8.68E-01
933,2.57E+00,3.27E+00,8.67E-01
934,2.57E+00,3.27E+00,8.65E-01
935,2.57E+00,3.27E+00,8.64E-01
936,2.56E+00,3.26E+00,8.62E-01
937,2.56E+00,3.26E+00,8.59E-01
938,2.56E+00,3.26E+00,8.59E-01
939,2.55E+00,3.26E+00,8.57E-01
940,2.55E+00,3.25E+00,8.54E-01
941,2.55E+00,3.25E+00,8.53E-01
942,2.55E+00,3.25E+00,8.51E-01
943,2.54E+00,3.25E+00,8.50E-01
944,2.54E+00,3.24E+00,8.48E-01
945,2.54E+00,3.24E+00,8.46E-01
946,2.54E+00,3.24E+00,8.45E-01
947,2.53E+00,3.23E+00,8.42E-01
948,2.53E+00,3.23E+00,8.42E-01
949,2.53E+00,3.23E+00,8.40E-01
950,2.52E+00,3.23E+00,8.37E-01
951,2.52E+00,3.23E+00,8.36E-01
952,2.52E+00,3.22E+00,8.34E-01
953,2.52E+00,3.22E+00,8.34E-01
954,2.51E+00,3.22E+00,8.31E-01
955,2.51E+00,3.21E+00,8.29E-01
956,2.51E+00,3.21E+00,8.28E-01
957,2.51E+00,3.21E+00,8.26E-01
958,2.50E+00,3.20E+00,8.25E-01
959,2.50E+00,3.20E+00,8.24E-01
960,2.50E+00,3.20E+00,8.22E-01
961,2.50E+00,3.20E+00,8.22E-01
962,2.49E+00,3.19E+00,8.20E-01
963,2.49E+00,3.19E+00,8.18E-01
964,2.49E+00,3.19E+00,8.17E-01
965,2.48E+00,3.19E+00,8.15E-01
966,2.48E+00,3.18E+00,8.14E-01
967,2.48E+00,3.18E+00,8.13E-01
968,2.47E+00,3.18E+00,8.11E-01
969,2.47E+00,3.18E+00,8.11E-01
970,2.47E+00,3.17E+00,8.09E-01
971,2.46E+00,3.17E+00,8.08E-01
972,2.46E+00,3.17E+00,8.07E-01
973,2.46E+00,3.16E+00,8.06E-01
974,2.46E+00,3.16E+00,8.06E-01
975,2.45E+00,3.16E+00,8.04E-01
976,2.45E+00,3.16E+00,8.03E-01
977,2.45E+00,3.15E+00,8.01E-01
978,2.44E+00,3.15E+00,8.02E-01
979,2.44E+00,3.15E+00,8.00E-01
980,2.44E+00,3.15E+00,7.98E-01
981,2.43E+00,3.14E+00,7.97E-01
982,2.43E+00,3.14E+00,7.96E-01
983,2.42E+00,3.14E+00,7.96E-01
984,2.42E+00,3.14E+00,7.96E-01
985,2.42E+00,3.13E+00,7.95E-01
986,2.41E+00,3.13E+00,7.93E-01
987,2.41E+00,3.13E+00,7.92E-01
988,2.41E+00,3.13E+00,7.91E-01
989,2.40E+00,3.12E+00,7.91E-01
990,2.40E+00,3.12E+00,7.90E-01
991,2.40E+00,3.12E+00,7.90E-01
992,2.39E+00,3.12E+00,7.90E-01
993,2.39E+00,3.11E+00,7.89E-01
994,2.38E+00,3.11E+00,7.89E-01
995,2.38E+00,3.11E+00,7.87E-01
996,2.38E+00,3.11E+00,7.86E-01
997,2.37E+00,3.10E+00,7.85E-01
998,2.37E+00,3.10E+00,7.85E-01
999,2.36E+00,3.10E+00,7.84E-01
1000,2.36E+00,3.10E+00,7.84E-01
1001,2.36E+00,3.09E+00,7.84E-01
1002,2.35E+00,3.09E+00,7.81E-01
1003,2.35E+00,3.09E+00,7.81E-01
1004,2.35E+00,3.08E+00,7.81E-01
1005,2.34E+00,3.08E+00,7.80E-01
1006,2.34E+00,3.08E+00,7.79E-01
1007,2.34E+00,3.08E+00,7.78E-01
1008,2.33E+00,3.08E+00,7.78E-01
1009,2.33E+00,3.07E+00,7.76E-01
1010,2.32E+00,3.07E+00,7.76E-01
1011,2.32E+00,3.07E+00,7.74E-01
1012,2.32E+00,3.06E+00,7.73E-01
1013,2.31E+00,3.06E+00,7.73E-01
1014,2.31E+00,3.06E+00,7.71E-01
1015,2.31E+00,3.05E+00,7.70E-01
1016,2.30E+00,3.05E+00,7.68E-01
1017,2.30E+00,3.05E+00,7.67E-01
1018,2.29E+00,3.04E+00,7.65E-01
1019,2.29E+00,3.04E+00,7.64E-01
1020,2.29E+00,3.04E+00,7.63E-01
1021,2.29E+00,3.03E+00,7.62E-01
1022,2.28E+00,3.03E+00,7.61E-01
1023,2.28E+00,3.03E+00,7.58E-01
1024,2.28E+00,3.02E+00,7.57E-01
1025,2.27E+00,3.02E+00,7.54E-01
1026,2.27E+00,3.02E+00,7.54E-01
1027,2.27E+00,3.02E+00,7.52E-01
1028,2.26E+00,3.01E+00,7.50E-01
1029,2.26E+00,3.01E+00,7.48E-01
1030,2.26E+00,3.01E+00,7.46E-01
1031,2.25E+00,3.00E+00,7.45E-01
1032,2.25E+00,3.00E+00,7.43E-01
1033,2.25E+00,3.00E+00,7.41E-01
1034,2.24E+00,2.99E+00,7.39E-01
1035,2.24E+00,2.99E+00,7.39E-01
1036,2.24E+00,2.99E+00,7.36E-01
1037,2.24E+00,2.98E+00,7.34E-01
1038,2.23E+00,2.98E+00,7.32E-01
1039,2.23E+00,2.98E+00,7.31E-01
1040,2.23E+00,2.98E+00,7.30E-01
1041,2.22E+00,2.97E+00,7.28E-01
1042,2.22E+00,2.97E+00,7.25E-01
1043,2.22E+00,2.97E+00,7.24E-01
1044,2.21E+00,2.96E+00,7.24E-01
1045,2.21E+00,2.96E+00,7.21E-01
1046,2.21E+00,2.96E+00,7.19E-01
1047,2.21E+00,2.95E+00,7.18E-01
1048,2.20E+00,2.95E+00,7.18E-01
1049,2.20E+00,2.95E+00,7.15E-01
1050,2.20E+00,2.94E+00,7.15E-01
1051,2.19E+00,2.94E+00,7.13E-01
1052,2.19E+00,2.94E+00,7.12E-01
1053,2.19E+00,2.94E+00,7.10E-01
1054,2.19E+00,2.93E+00,7.09E-01
1055,2.18E+00,2.93E+00,7.07E-01
1056,2.18E+00,2.92E+00,7.07E-01
1057,2.18E+00,2.92E+00,7.06E-01
1058,2.18E+00,2.92E+00,7.04E-01
1059,2.17E+00,2.92E+00,7.04E-01
1060,2.17E+00,2.91E+00,7.03E-01
1061,2.17E+00,2.91E+00,7.02E-01
1062,2.16E+00,2.91E+00,6.99E-01
1063,2.16E+00,2.90E+00,6.99E-01
1064,2.16E+00,2.90E+00,6.98E-01
1065,2.16E+00,2.90E+00,6.99E-01
1066,2.15E+00,2.89E+00,6.98E-01
1067,2.15E+00,2.89E+00,6.97E-01
1068,2.14E+00,2.89E+00,6.96E-01
1069,2.14E+00,2.89E+00,6.96E-01
1070,2.14E+00,2.88E+00,6.95E-01
1071,2.14E+00,2.88E+00,6.93E-01
1072,2.13E+00,2.87E+00,6.92E-01
1073,2.13E+00,2.87E+00,6.92E-01
1074,2.13E+00,2.87E+00,6.92E-01
1075,2.12E+00,2.87E+00,6.92E-01
1076,2.12E+00,2.86E+00,6.91E-01
1077,2.12E+00,2.86E+00,6.91E-01
1078,2.12E+00,2.86E+00,6.90E-01
1079,2.11E+00,2.85E+00,6.90E-01
1080,2.11E+00,2.85E+00,6.88E-01
1081,2.11E+00,2.85E+00,6.88E-01
1082,2.10E+00,2.84E+00,6.88E-01
1083,2.10E+00,2.84E+00,6.87E-01
1084,2.10E+00,2.84E+00,6.86E-01
1085,2.09E+00,2.84E+00,6.85E-01
1086,2.09E+00,2.83E+00,6.85E-01
1087,2.09E+00,2.83E+00,6.85E-01
1088,2.09E+00,2.83E+00,6.85E-01
1089,2.08E+00,2.83E+00,6.82E-01
1090,2.08E+00,2.82E+00,6.82E-01
1091,2.08E+00,2.82E+00,6.82E-01
1092,2.07E+00,2.82E+00,6.80E-01
1093,2.07E+00,2.81E+00,6.80E-01
1094,2.07E+00,2.81E+00,6.80E-01
1095,2.06E+00,2.81E+00,6.79E-01
1096,2.06E+00,2.81E+00,6.80E-01
1097,2.05E+00,2.80E+00,6.77E-01
1098,2.05E+00,2.80E+00,6.76E-01
1099,2.05E+00,2.80E+00,6.75E-01
1100,2.04E+00,2.79E+00,6.75E-01
1101,2.04E+00,2.79E+00,6.74E-01
1102,2.04E+00,2.79E+00,6.74E-01
1103,2.03E+00,2.79E+00,6.73E-01
1104,2.03E+00,2.79E+00,6.70E-01
1105,2.03E+00,2.78E+00,6.70E-01
1106,2.03E+00,2.78E+00,6.67E-01
1107,2.02E+00,2.78E+00,6.65E-01
1108,2.02E+00,2.77E+00,6.64E-01
1109,2.01E+00,2.77E+00,6.63E-01
1110,2.01E+00,2.77E+00,6.62E-01
1111,2.01E+00,2.77E+00,6.60E-01
1112,2.00E+00,2.76E+00,6.59E-01
1113,2.00E+00,2.76E+00,6.58E-01
1114,2.00E+00,2.76E+00,6.56E-01
1115,1.99E+00,2.76E+00,6.54E-01
1116,1.99E+00,2.75E+00,6.53E-01
1117,1.99E+00,2.75E+00,6.52E-01
1118,1.98E+00,2.75E+00,6.51E-01
1119,1.98E+00,2.75E+00,6.51E-01
1120,1.97E+00,2.74E+00,6.47E-01
1121,1.97E+00,2.74E+00,6.45E-01
1122,1.97E+00,2.74E+00,6.45E-01
1123,1.96E+00,2.74E+00,6.43E-01
1124,1.96E+00,2.73E+00,6.42E-01
1125,1.96E+00,2.73E+00,6.40E-01
1126,1.96E+00,2.73E+00,6.38E-01
1127,1.95E+00,2.72E+00,6.37E-01
1128,1.95E+00,2.72E+00,6.36E-01
1129,1.95E+00,2.72E+00,6.34E-01
1130,1.94E+00,2.71E+00,6.32E-01
1131,1.94E+00,2.71E+00,6.31E-01
1132,1.94E+00,2.71E+00,6.29E-01
1133,1.93E+00,2.70E+00,6.27E-01
1134,1.93E+00,2.70E+00,6.26E-01
1135,1.93E+00,2.70E+00,6.23E-01
1136,1.93E+00,2.69E+00,6.21E-01
1137,1.92E+00,2.69E+00,6.20E-01
1138,1.92E+00,2.69E+00,6.19E-01
1139,1.92E+00,2.69E+00,6.16E-01
1140,1.91E+00,2.68E+00,6.15E-01
1141,1.91E+00,2.68E+00,6.14E-01
1142,1.91E+00,2.68E+00,6.13E-01
1143,1.91E+00,2.67E+00,6.09E-01
1144,1.90E+00,2.67E+00,6.08E-01
1145,1.90E+00,2.67E+00,6.07E-01
1146,1.90E+00,2.66E+00,6.04E-01
1147,1.89E+00,2.66E+00,6.03E-01
1148,1.89E+00,2.66E+00,6.01E-01
1149,1.89E+00,2.66E+00,5.99E-01
1150,1.88E+00,2.65E+00,5.97E-01
1151,1.88E+00,2.65E+00,5.96E-01
1152,1.88E+00,2.65E+00,5.93E-01
1153,1.88E+00,2.64E+00,5.92E-01
1154,1.88E+00,2.64E+00,5.90E-01
1155,1.87E+00,2.64E+00,5.87E-01
1156,1.87E+00,2.63E+00,5.85E-01
1157,1.87E+00,2.63E+00,5.82E-01
1158,1.87E+00,2.63E+00,5.81E-01
1159,1.86E+00,2.62E+00,5.77E-01
1160,1.86E+00,2.62E+00,5.77E-01
1161,1.86E+00,2.62E+00,5.75E-01
1162,1.86E+00,2.61E+00,5.74E-01
1163,1.85E+00,2.61E+00,5.71E-01
1164,1.85E+00,2.61E+00,5.69E-01
1165,1.85E+00,2.61E+00,5.68E-01
1166,1.85E+00,2.60E+00,5.65E-01
1167,1.84E+00,2.60E+00,5.64E-01
1168,1.84E+00,2.60E+00,5.60E-01
1169,1.84E+00,2.59E+00,5.59E-01
1170,1.84E+00,2.59E+00,5.57E-01
1171,1.84E+00,2.59E+00,5.55E-01
1172,1.83E+00,2.59E+00,5.54E-01
1173,1.83E+00,2.58E+00,5.52E-01
1174,1.83E+00,2.58E+00,5.51E-01
1175,1.83E+00,2.58E+00,5.48E-01
1176,1.83E+00,2.58E+00,5.47E-01
1177,1.82E+00,2.57E+00,5.44E-01
1178,1.82E+00,2.57E+00,5.43E-01
1179,1.82E+00,2.57E+00,5.41E-01
1180,1.82E+00,2.56E+00,5.40E-01
1181,1.82E+00,2.56E+00,5.37E-01
1182,1.81E+00,2.56E+00,5.36E-01
1183,1.81E+00,2.56E+00,5.35E-01
1184,1.81E+00,2.55E+00,5.32E-01
1185,1.81E+00,2.55E+00,5.32E-01
1186,1.80E+00,2.55E+00,5.30E-01
1187,1.80E+00,2.55E+00,5.30E-01
1188,1.80E+00,2.54E+00,5.27E-01
1189,1.80E+00,2.54E+00,5.27E-01
1190,1.80E+00,2.54E+00,5.25E-01
1191,1.79E+00,2.54E+00,5.24E-01
1192,1.79E+00,2.53E+00,5.22E-01
1193,1.79E+00,2.53E+00,5.21E-01
1194,1.79E+00,2.53E+00,5.19E-01
1195,1.79E+00,2.53E+00,5.19E-01
1196,1.78E+00,2.52E+00,5.16E-01
1197,1.78E+00,2.52E+00,5.15E-01
1198,1.78E+00,2.52E+00,5.13E-01
1199,1.78E+00,2.52E+00,5.11E-01
1200,1.78E+00,2.51E+00,5.09E-01
1201,1.78E+00,2.51E+00,5.10E-01
1202,1.77E+00,2.51E+00,5.09E-01
